01001;0101;11000
01001;0110;00010
01001;0111;22222
01001;1000;22222
01001;1001;00111
01001;1010;01011
01001;1011;01010
01001;1100;10001
01001;1101;22222
01001;1110;22222
01001;1111;22222
01010;0000;22222
01010;0001;00001
01010;0010;10111
01010;0011;22222
01010;0100;22222
01010;0101;22222
01010;0110;22222
01010;0111;22222
01010;1000;22222
01010;1001;01000
01010;1010;01100
01010;1011;10010
01010;1100;01001
01010;1101;22222
01010;1110;22222
01010;1111;22222
01011;0000;22222
01011;0001;01100
01011;0010;10011
01011;0011;22222
01011;0100;22222
01011;0101;22222
01011;0110;22222
01011;0111;22222
01011;1000;22222
01011;1001;01001
01011;1010;00101
01011;1011;10111
01011;1100;00100
01011;1101;22222
01011;1110;22222
01011;1111;22222
01100;0000;22222
01100;0001;10100
01100;0010;01011
01100;0011;22222
01100;0100;22222
01100;0101;22222
01100;0110;22222
01100;0111;00010
01100;1000;10101
01100;1001;01010
01100;1010;00110
01100;1011;22222
01100;1100;22222
01100;1101;22222
01100;1110;22222
01100;1111;22222
01101;0000;22222
01101;0001;10111
01101;0010;00001
01101;0011;01111
01101;0100;10011
01101;0101;22222
01101;0110;22222
01101;0111;00101
01101;1000;01110
01101;1001;22222
01101;1010;22222
01101;1011;22222
01101;1100;22222
01101;1101;22222
01101;1110;22222
01101;1111;22222
01110;0000;22222
01110;0001;22222
01110;0010;22222
01110;0011;10000
01110;0100;10100
01110;0101;00010
01110;0110;11000
01110;0111;01101
01110;1000;00110
01110;1001;22222
01110;1010;22222
01110;1011;22222
01110;1100;22222
01110;1101;22222
01110;1110;22222
01110;1111;22222
01111;0000;22222
01111;0001;22222
01111;0010;22222
01111;0011;10001
01111;0100;01101
01111;0101;00111
01111;0110;10000
01111;0111;10101
01111;1000;00010
01111;1001;22222
01111;1010;22222
01111;1011;22222
01111;1100;22222
01111;1101;22222
01111;1110;22222
01111;1111;22222
10000;0000;22222
10000;0001;22222
10000;0010;22222
10000;0011;10010
10000;0100;01110
10000;0101;01111
10000;0110;01000
10000;0111;22222
10000;1000;22222
10000;1001;22222
10000;1010;22222
10000;1011;00100
10000;1100;10111
10000;1101;22222
10000;1110;22222
10000;1111;22222
10001;0000;22222
10001;0001;22222
10001;0010;22222
10001;0011;10011
10001;0100;01111
10001;0101;10110
10001;0110;00100
10001;0111;22222
10001;1000;22222
10001;1001;22222
10001;1010;22222
10001;1011;01001
10001;1100;10010
10001;1101;22222
10001;1110;22222
10001;1111;22222
10010;0000;22222
10010;0001;00011
10010;0010;10101
10010;0011;10100
10010;0100;10000
10010;0101;22222
10010;0110;22222
10010;0111;22222
10010;1000;22222
10010;1001;22222
10010;1010;22222
10010;1011;10001
10010;1100;01010
10010;1101;22222
10010;1110;22222
10010;1111;22222
10011;0000;22222
10011;0001;01011
10011;0010;10100
10011;0011;01101
10011;0100;10001
10011;0101;22222
10011;0110;22222
10011;0111;22222
10011;1000;22222
10011;1001;22222
10011;1010;22222
10011;1011;11000
10011;1100;00011
10011;1101;22222
10011;1110;22222
10011;1111;22222
10100;0000;22222
10100;0001;10011
10100;0010;01100
10100;0011;01110
10100;0100;10010
10100;0101;22222
10100;0110;22222
10100;0111;00001
10100;1000;10110
10100;1001;22222
10100;1010;22222
10100;1011;22222
10100;1100;22222
10100;1101;22222
10100;1110;22222
10100;1111;22222
10101;0000;22222
10101;0001;10010
10101;0010;00101
10101;0011;10110
10101;0100;10111
10101;0101;22222
10101;0110;22222
10101;0111;01100
10101;1000;01111
10101;1001;22222
10101;1010;22222
10101;1011;22222
10101;1100;22222
10101;1101;22222
10101;1110;22222
10101;1111;22222
10110;0000;22222
10110;0001;22222
10110;0010;22222
10110;0011;11000
10110;0100;10101
10110;0101;00110
10110;0110;10001
10110;0111;10100
10110;1000;00111
10110;1001;22222
10110;1010;22222
10110;1011;22222
10110;1100;22222
10110;1101;22222
10110;1110;22222
10110;1111;22222
10111;0000;22222
10111;0001;01010
10111;0010;01101
10111;0011;10101
10111;0100;11000
10111;0101;22222
10111;0110;22222
10111;0111;22222
10111;1000;22222
10111;1001;22222
10111;1010;22222
10111;1011;10000
10111;1100;01011
10111;1101;22222
10111;1110;22222
10111;1111;22222
11000;0000;22222
11000;0001;22222
11000;0010;22222
11000;0011;10111
11000;0100;10110
11000;0101;01110
11000;0110;01001
11000;0111;22222
11000;1000;22222
11000;1001;22222
11000;1010;22222
11000;1011;01000
11000;1100;10011
11000;1101;22222
11000;1110;22222
11000;1111;22222
11001;0000;22222
11001;0001;22222
11001;0010;22222
11001;0011;22222
11001;0100;22222
11001;0101;22222
11001;0110;22222
11001;0111;22222
11001;1000;22222
11001;1001;22222
11001;1010;22222
11001;1011;22222
11001;1100;22222
11001;1101;22222
11001;1110;22222
11001;1111;22222
11010;0000;22222
11010;0001;22222
11010;0010;22222
11010;0011;22222
11010;0100;22222
11010;0101;22222
11010;0110;22222
11010;0111;22222
11010;1000;22222
11010;1001;22222
11010;1010;22222
11010;1011;22222
11010;1100;22222
11010;1101;22222
11010;1110;22222
11010;1111;22222
11011;0000;22222
11011;0001;22222
11011;0010;22222
11011;0011;22222
11011;0100;22222
11011;0101;22222
11011;0110;22222
11011;0111;22222
11011;1000;22222
11011;1001;22222
11011;1010;22222
11011;1011;22222
11011;1100;22222
11011;1101;22222
11011;1110;22222
11011;1111;22222
11100;0000;22222
11100;0001;22222
11100;0010;22222
11100;0011;22222
11100;0100;22222
11100;0101;22222
11100;0110;22222
11100;0111;22222
11100;1000;22222
11100;1001;22222
11100;1010;22222
11100;1011;22222
11100;1100;22222
11100;1101;22222
11100;1110;22222
11100;1111;22222
11101;0000;22222
11101;0001;22222
11101;0010;22222
11101;0011;22222
11101;0100;22222
11101;0101;22222
11101;0110;22222
11101;0111;22222
11101;1000;22222
11101;1001;22222
11101;1010;22222
11101;1011;22222
11101;1100;22222
11101;1101;22222
11101;1110;22222
11101;1111;22222
11110;0000;22222
11110;0001;22222
11110;0010;22222
11110;0011;22222
11110;0100;22222
11110;0101;22222
11110;0110;22222
11110;0111;22222
11110;1000;22222
11110;1001;22222
11110;1010;22222
11110;1011;22222
11110;1100;22222
11110;1101;22222
11110;1110;22222
11110;1111;22222
11111;0000;22222
11111;0001;22222
11111;0010;22222
11111;0011;22222
11111;0100;22222
11111;0101;22222
11111;0110;22222
11111;0111;22222
11111;1000;22222
11111;1001;22222
11111;1010;22222
11111;1011;22222
11111;1100;22222
11111;1101;22222
11111;1110;22222
11111;1111;22222
